user,text,date
@joseantoniokast,“las ideas libertad única forma alcanzar prosperidad” parte tremendo discurso jmilei milkeninstitute vale pena escucharlo,2024-05-06 18:42:32
@joseantoniokast,necesitamos presidente carácter decisión,2024-05-06 09:21:29
@joseantoniokast,comparto entrevista hoy conystipicic jumastorga radioinfinita,2024-05-06 09:05:36
@joseantoniokast,joseantoniokast vivo infinitafm,2024-05-06 08:07:59
@joseantoniokast,lautaro carmona “si atacan cuba atacan nosotros” mensaje decimos cuba vive bajo opresión dictadura presidente boric pide “más” democracia isla dirán ahora ministros comunistas gabinete,2024-05-05 22:16:48
@joseantoniokast,¡mañana conectamos lunes 6 mayo joseantoniokast radio infinita 800 hrs ¡no pierdas,2024-05-05 20:34:51
@joseantoniokast,escuchar lautaro carmona explicando convenio bilateral firmado partido comunista chileno cubano recrear discurso años ‘60 claro pc chileno evolucionado sigue admirando respaldando dictadura cubana,2024-05-05 16:36:23
@joseantoniokast,vea nota tome posición si justicia condena dueño casa podrido imaginamos ojalá conozca nombre buscan condenar héroe defiende familia,2024-05-03 22:03:49
@joseantoniokast,“fiscal” chong formará parte asociación nacional fiscales sinceramente espero contrario declaración emitida carecería,2024-05-05 10:26:09
@joseantoniokast,¡tenemos candidata gobernadora arica parinacota importante mensaje drakarlakepec olvides seguirla todas redes,2024-05-04 13:14:40
@joseantoniokast,delincuencia soluciona ministerios enfrenta carácter coherencia aplicando ley encarcelando delincuentes haciendo responsables autoridades cargo cualquier pais toha monsalve vergara sido destituidos,2024-05-04 11:49:51
@joseantoniokast,educación última década crearon 2 superintendencias 2 subsecretarías agencia decenas servicios educación miles millones burocracia pitutos fracaso vista queremos sino mejor arecuperarchile,2024-05-04 09:48:43
@joseantoniokast,hace semana tres carabineros asesinados sitio ninguna autoridad asumió responsabilidad aún ningun asesino detenido hecho triste realidad gobiernoincompetente,2024-05-04 09:17:37
@joseantoniokast,verdad siempre sale luz …,2024-05-03 21:11:02
@joseantoniokast,enfrentar crimen organizado proteger vidas resguardar uniformados requieren medidas innovadoras sino voluntad carácter ¡no pierdas editorial semana olvides compartir,2024-05-03 16:23:23
@joseantoniokast,valparaíso podemos seguir igual peor queremos cambiar mejor gobernación servicio personas ideología lafuerzadechile,2024-05-03 07:27:26
@joseantoniokast,imagen arriba frontera bolivia chile imagen abajo muro hungria serbia cuál efectiva frenar inmigración ilegal cerremoslafrontera,2024-05-02 21:41:19
@joseantoniokast,ayer 9 mañana barrio yungay víctima mortal crimen descontrolado destruyendo país hastacuando,2024-05-02 13:35:36
@joseantoniokast,hace 3 años camila vallejo ridiculizaba propuesta zanja terminaron construyendola hoy hace mismo respecto muro espero pase tiempo gobierno empiece construirlo cuanto mejor frenar inmigración ilegal cerremoslafrontera,2024-05-02 12:09:59
@joseantoniokast,inmigración ilegal destruyendo país frenarla urgente cerrar frontera zanja necesaria insuficiente muro vallas inevitables cerremoslafrontera,2024-05-02 08:08:04
@joseantoniokast,hoy 01 mayo republicanos saludamos trabajan sacar adelante país trabajadores chile día muchas gracias,2024-05-01 09:31:35
